,STATE.UT,Year,id,CAUSE,Male.upto.14.years,Male.15.29.years,Male.30.44.years,Male.45.59.years,Male.60.years.and.above,Total.Male,Female.upto.14.years,Female.15.29.years,Female.30.44.years,Female.45.59.years,Female.60.years.and.above,Total.Female,Transgender.upto.14.years,Transgender.15.29.years,Transgender.30.44.years,Transgender.45.59.years,Transgender.60.years.and.above,Total.Transgender,Grand.Total
2630,KARNATAKA,2012,17,ECONOMIC ISSUES,4,173,259,176,32,644,2,64,52,35,7,160,0,0,0,0,0,0,804
3176,KARNATAKA,2012,17,EXAM FAILURE,11,84,1,0,0,96,5,79,3,0,0,87,0,0,0,0,0,0,183
3722,KARNATAKA,2012,17,FAMILY PROBLEMS,5,483,784,477,98,1847,16,432,286,160,41,935,0,0,0,0,0,0,2782
4268,KARNATAKA,2012,17,HEALTH ISSUES,6,376,582,529,235,1728,12,325,284,231,80,932,0,0,0,0,0,0,2660
4813,KARNATAKA,2012,17,HERO WORSHIP,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
5358,KARNATAKA,2012,17,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5903,KARNATAKA,2012,17,LOVE AFFAIRS,16,137,12,1,0,166,0,139,11,0,0,150,0,0,0,0,0,0,316
6449,KARNATAKA,2012,17,MARITAL ISSUES,0,37,44,15,2,98,0,51,32,5,2,90,0,0,0,0,0,0,188
6995,KARNATAKA,2012,17,MENTAL HEALTH,4,124,134,99,64,425,7,94,58,47,32,238,0,0,0,0,0,0,663
7541,KARNATAKA,2012,17,OTHERS,13,476,670,492,167,1818,12,281,311,175,66,845,0,0,0,0,0,0,2663
8125,KARNATAKA,2012,17,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
8632,KARNATAKA,2012,17,SOCIETAL ISSUES,1,28,43,45,7,124,0,29,10,5,4,48,0,0,0,0,0,0,172
485,KARNATAKA,2013,17,CAUSES NOT KNOWN,33,522,590,317,95,1557,54,238,127,85,19,523,0,0,0,0,0,0,2080
1031,KARNATAKA,2013,17,DEATH OF DEAR PERSON,0,11,12,5,3,31,0,9,15,2,0,26,0,0,0,0,0,0,57
1577,KARNATAKA,2013,17,DOWRY DISPUTE,0,0,0,0,0,0,0,25,7,0,0,32,0,0,0,0,0,0,32
2123,KARNATAKA,2013,17,DRUG ABUSE,1,14,21,17,6,59,0,7,1,0,0,8,0,0,0,0,0,0,67
2669,KARNATAKA,2013,17,ECONOMIC ISSUES,0,115,234,148,24,521,1,33,33,58,44,169,0,0,0,0,0,0,690
3215,KARNATAKA,2013,17,EXAM FAILURE,13,80,3,0,0,96,3,75,4,0,0,82,0,0,0,0,0,0,178
3761,KARNATAKA,2013,17,FAMILY PROBLEMS,7,324,457,251,102,1141,9,251,200,66,20,546,0,0,0,0,0,0,1687
4307,KARNATAKA,2013,17,HEALTH ISSUES,8,353,592,494,210,1657,14,323,252,179,85,853,0,0,0,0,0,0,2510
4852,KARNATAKA,2013,17,HERO WORSHIP,0,1,2,1,0,4,0,1,1,0,0,2,0,0,0,0,0,0,6
5397,KARNATAKA,2013,17,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
5942,KARNATAKA,2013,17,LOVE AFFAIRS,0,93,18,1,0,112,0,66,4,1,0,71,0,0,0,0,0,0,183
6488,KARNATAKA,2013,17,MARITAL ISSUES,0,31,38,8,1,78,0,53,25,7,0,85,0,0,0,0,0,0,163
7034,KARNATAKA,2013,17,MENTAL HEALTH,6,102,119,95,26,348,5,86,62,28,18,199,0,0,0,0,0,0,547
7580,KARNATAKA,2013,17,OTHERS,44,536,706,547,230,2063,26,290,357,147,95,915,0,0,0,0,0,0,2978
8164,KARNATAKA,2013,17,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,1,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4
8671,KARNATAKA,2013,17,SOCIETAL ISSUES,0,16,21,23,2,62,1,12,5,2,0,20,0,0,0,0,0,0,82
524,KARNATAKA,2014,17,CAUSES NOT KNOWN,5,272,240,123,53,693,4,119,39,35,15,212,0,0,0,0,0,0,905
1070,KARNATAKA,2014,17,DEATH OF DEAR PERSON,0,26,23,19,4,72,0,19,16,2,2,39,0,0,0,0,0,0,111
1616,KARNATAKA,2014,17,DOWRY DISPUTE,0,0,0,0,0,0,0,6,5,0,0,11,0,0,0,0,0,0,11
2162,KARNATAKA,2014,17,DRUG ABUSE,0,12,21,34,11,78,0,0,3,2,0,5,0,0,0,0,0,0,83
2708,KARNATAKA,2014,17,ECONOMIC ISSUES,0,123,188,86,21,418,3,16,23,4,3,49,0,0,0,0,0,0,467
3254,KARNATAKA,2014,17,EXAM FAILURE,5,73,2,0,0,80,2,82,0,0,0,84,0,0,0,0,0,0,164
3800,KARNATAKA,2014,17,FAMILY PROBLEMS,4,350,457,273,44,1128,1,259,226,83,11,580,0,1,0,0,0,1,1709
4346,KARNATAKA,2014,17,HEALTH ISSUES,9,814,928,556,315,2622,9,619,352,228,146,1354,0,0,1,0,0,1,3977
4891,KARNATAKA,2014,17,HERO WORSHIP,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5436,KARNATAKA,2014,17,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
5981,KARNATAKA,2014,17,LOVE AFFAIRS,2,242,47,22,9,322,1,87,10,4,0,102,0,0,0,0,0,0,424
6527,KARNATAKA,2014,17,MARITAL ISSUES,0,93,66,9,4,172,0,121,44,9,1,175,0,0,0,0,0,0,347
7073,KARNATAKA,2014,17,MENTAL HEALTH,1,162,144,76,27,410,3,85,58,38,24,208,0,0,1,0,0,1,619
7619,KARNATAKA,2014,17,OTHERS,33,1180,1177,731,162,3283,21,569,329,329,75,1323,0,0,0,0,0,0,4606
7658,KARNATAKA,2014,17,PHYSICAL ABUSE,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
8710,KARNATAKA,2014,17,SOCIETAL ISSUES,0,8,15,5,0,28,1,7,4,0,0,12,0,0,0,0,0,0,40
18,KERALA,2001,18,CAUSES NOT KNOWN,4,133,169,180,114,600,5,83,58,51,43,240,0,0,0,0,0,0,840
564,KERALA,2001,18,DEATH OF DEAR PERSON,1,7,16,13,12,49,1,6,10,7,10,34,0,0,0,0,0,0,83
1110,KERALA,2001,18,DOWRY DISPUTE,0,0,0,1,0,1,0,19,5,1,0,25,0,0,0,0,0,0,26
1656,KERALA,2001,18,DRUG ABUSE,0,15,35,27,5,82,0,1,0,0,0,1,0,0,0,0,0,0,83
2202,KERALA,2001,18,ECONOMIC ISSUES,1,160,649,591,173,1574,1,49,117,124,35,326,0,0,0,0,0,0,1900
2748,KERALA,2001,18,EXAM FAILURE,9,24,1,0,0,34,11,41,0,0,0,52,0,0,0,0,0,0,86
3294,KERALA,2001,18,FAMILY PROBLEMS,13,225,367,428,183,1216,13,179,176,125,79,572,0,0,0,0,0,0,1788
3840,KERALA,2001,18,HEALTH ISSUES,3,94,181,400,410,1088,1,56,97,137,150,441,0,0,0,0,0,0,1529
4386,KERALA,2001,18,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931,KERALA,2001,18,ILLEGITIMATE PREGNANCY,0,2,0,0,0,2,0,7,6,0,0,13,0,0,0,0,0,0,15
5476,KERALA,2001,18,LOVE AFFAIRS,0,74,10,2,1,87,0,46,15,2,0,63,0,0,0,0,0,0,150
6021,KERALA,2001,18,MARITAL ISSUES,0,5,14,10,0,29,0,26,29,18,2,75,0,0,0,0,0,0,104
6567,KERALA,2001,18,MENTAL HEALTH,1,100,188,206,120,615,1,78,104,89,67,339,0,0,0,0,0,0,954
7113,KERALA,2001,18,OTHERS,11,268,467,360,247,1353,15,202,169,108,79,573,0,0,0,0,0,0,1926
7698,KERALA,2001,18,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8204,KERALA,2001,18,SOCIETAL ISSUES,0,2,10,22,23,57,0,1,12,4,14,31,0,0,0,0,0,0,88
57,KERALA,2002,18,CAUSES NOT KNOWN,10,256,351,295,244,1156,10,125,131,85,54,405,0,0,0,0,0,0,1561
603,KERALA,2002,18,DEATH OF DEAR PERSON,0,7,14,9,21,51,0,12,9,8,13,42,0,0,0,0,0,0,93
1149,KERALA,2002,18,DOWRY DISPUTE,0,0,0,0,0,0,0,10,7,4,1,22,0,0,0,0,0,0,22
1695,KERALA,2002,18,DRUG ABUSE,0,28,61,83,8,180,0,1,0,0,0,1,0,0,0,0,0,0,181
2241,KERALA,2002,18,ECONOMIC ISSUES,2,153,455,406,178,1194,3,19,59,58,16,155,0,0,0,0,0,0,1349
2787,KERALA,2002,18,EXAM FAILURE,6,33,0,0,0,39,13,37,0,0,0,50,0,0,0,0,0,0,89
3333,KERALA,2002,18,FAMILY PROBLEMS,21,281,472,527,309,1610,22,173,220,172,103,690,0,0,0,0,0,0,2300
3879,KERALA,2002,18,HEALTH ISSUES,2,95,220,332,431,1080,4,59,102,126,132,423,0,0,0,0,0,0,1503
4425,KERALA,2002,18,HERO WORSHIP,0,3,4,6,8,21,0,2,2,2,1,7,0,0,0,0,0,0,28
4970,KERALA,2002,18,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,4,2,0,0,6,0,0,0,0,0,0,6
5515,KERALA,2002,18,LOVE AFFAIRS,0,37,11,0,0,48,0,27,9,1,0,37,0,0,0,0,0,0,85
6060,KERALA,2002,18,MARITAL ISSUES,0,8,18,6,3,35,0,35,43,11,0,89,0,0,0,0,0,0,124
6606,KERALA,2002,18,MENTAL HEALTH,2,127,225,203,137,694,0,89,107,85,38,319,0,0,0,0,0,0,1013
7152,KERALA,2002,18,OTHERS,11,230,361,305,131,1038,12,90,147,73,67,389,0,0,0,0,0,0,1427
7737,KERALA,2002,18,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,2,0,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,6
8243,KERALA,2002,18,SOCIETAL ISSUES,0,4,4,5,4,17,1,2,2,0,1,6,0,0,0,0,0,0,23
96,KERALA,2003,18,CAUSES NOT KNOWN,17,207,319,293,164,1000,17,119,86,63,58,343,0,0,0,0,0,0,1343
642,KERALA,2003,18,DEATH OF DEAR PERSON,1,7,12,13,9,42,0,7,8,10,9,34,0,0,0,0,0,0,76
1188,KERALA,2003,18,DOWRY DISPUTE,0,2,0,1,0,3,0,6,1,0,0,7,0,0,0,0,0,0,10
1734,KERALA,2003,18,DRUG ABUSE,0,18,43,55,41,157,0,1,0,0,0,1,0,0,0,0,0,0,158
2280,KERALA,2003,18,ECONOMIC ISSUES,1,156,373,399,165,1094,1,26,41,37,21,126,0,0,0,0,0,0,1220
2826,KERALA,2003,18,EXAM FAILURE,7,28,0,0,0,35,6,47,0,0,0,53,0,0,0,0,0,0,88
3372,KERALA,2003,18,FAMILY PROBLEMS,10,227,449,497,263,1446,12,169,168,145,87,581,0,0,0,0,0,0,2027
3918,KERALA,2003,18,HEALTH ISSUES,2,103,219,286,370,980,1,66,89,98,152,406,0,0,0,0,0,0,1386
4464,KERALA,2003,18,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,KERALA,2003,18,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0,4
5554,KERALA,2003,18,LOVE AFFAIRS,0,34,10,1,0,45,0,40,14,1,0,55,0,0,0,0,0,0,100
6099,KERALA,2003,18,MARITAL ISSUES,0,8,21,9,5,43,0,30,23,9,1,63,0,0,0,0,0,0,106
6645,KERALA,2003,18,MENTAL HEALTH,0,182,272,284,172,910,0,133,121,118,70,442,0,0,0,0,0,0,1352
7191,KERALA,2003,18,OTHERS,12,216,280,361,233,1102,12,119,92,61,90,374,0,0,0,0,0,0,1476
7776,KERALA,2003,18,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8282,KERALA,2003,18,SOCIETAL ISSUES,0,12,34,17,15,78,0,8,3,2,1,14,0,0,0,0,0,0,92
135,KERALA,2004,18,CAUSES NOT KNOWN,7,167,274,279,182,909,5,77,73,66,59,280,0,0,0,0,0,0,1189
681,KERALA,2004,18,DEATH OF DEAR PERSON,1,10,15,13,15,54,1,9,13,5,8,36,0,0,0,0,0,0,90
1227,KERALA,2004,18,DOWRY DISPUTE,0,0,0,0,0,0,0,4,8,3,0,15,0,0,0,0,0,0,15
1773,KERALA,2004,18,DRUG ABUSE,0,19,28,27,6,80,0,0,0,0,0,0,0,0,0,0,0,0,80
2319,KERALA,2004,18,ECONOMIC ISSUES,1,178,339,353,118,989,1,38,73,28,12,152,0,0,0,0,0,0,1141
2865,KERALA,2004,18,EXAM FAILURE,8,24,0,0,0,32,5,34,0,0,0,39,0,0,0,0,0,0,71
3411,KERALA,2004,18,FAMILY PROBLEMS,13,234,578,446,211,1482,17,183,174,99,73,546,0,0,0,0,0,0,2028
3957,KERALA,2004,18,HEALTH ISSUES,2,64,196,334,400,996,7,52,71,143,171,444,0,0,0,0,0,0,1440
4503,KERALA,2004,18,HERO WORSHIP,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
5048,KERALA,2004,18,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,4,1,1,0,6,0,0,0,0,0,0,6
5593,KERALA,2004,18,LOVE AFFAIRS,0,35,10,0,0,45,0,44,1,0,0,45,0,0,0,0,0,0,90
6138,KERALA,2004,18,MARITAL ISSUES,0,3,19,7,5,34,0,39,29,7,1,76,0,0,0,0,0,0,110
6684,KERALA,2004,18,MENTAL HEALTH,6,194,296,314,161,971,7,90,124,112,77,410,0,0,0,0,0,0,1381
7230,KERALA,2004,18,OTHERS,10,179,310,328,168,995,10,147,87,72,82,398,0,0,0,0,0,0,1393
7815,KERALA,2004,18,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3
8321,KERALA,2004,18,SOCIETAL ISSUES,0,0,2,9,0,11,0,3,0,0,0,3,0,0,0,0,0,0,14
174,KERALA,2005,18,CAUSES NOT KNOWN,3,109,198,195,147,652,5,65,46,46,38,200,0,0,0,0,0,0,852
720,KERALA,2005,18,DEATH OF DEAR PERSON,1,13,14,13,14,55,1,6,9,15,8,39,0,0,0,0,0,0,94
1266,KERALA,2005,18,DOWRY DISPUTE,0,0,0,0,0,0,0,9,8,0,0,17,0,0,0,0,0,0,17
1812,KERALA,2005,18,DRUG ABUSE,0,21,20,19,3,63,0,0,0,0,0,0,0,0,0,0,0,0,63
2358,KERALA,2005,18,ECONOMIC ISSUES,1,122,301,398,89,911,1,21,37,41,14,114,0,0,0,0,0,0,1025
2904,KERALA,2005,18,EXAM FAILURE,10,28,0,0,0,38,13,18,0,0,0,31,0,0,0,0,0,0,69
3450,KERALA,2005,18,FAMILY PROBLEMS,14,372,708,619,269,1982,13,208,190,168,88,667,0,0,0,0,0,0,2649
3996,KERALA,2005,18,HEALTH ISSUES,2,69,170,306,387,934,2,54,74,100,182,412,0,0,0,0,0,0,1346
4542,KERALA,2005,18,HERO WORSHIP,2,10,28,24,18,82,1,10,10,5,4,30,0,0,0,0,0,0,112
5087,KERALA,2005,18,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5632,KERALA,2005,18,LOVE AFFAIRS,0,27,9,1,0,37,1,39,4,0,0,44,0,0,0,0,0,0,81
6177,KERALA,2005,18,MARITAL ISSUES,2,6,18,23,4,53,0,36,21,5,1,63,0,0,0,0,0,0,116
6723,KERALA,2005,18,MENTAL HEALTH,0,197,291,305,136,929,4,113,128,131,90,466,0,0,0,0,0,0,1395
7269,KERALA,2005,18,OTHERS,11,264,360,298,151,1084,9,111,104,63,40,327,0,0,0,0,0,0,1411
7854,KERALA,2005,18,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8360,KERALA,2005,18,SOCIETAL ISSUES,0,0,2,6,2,10,0,0,0,2,0,2,0,0,0,0,0,0,12
213,KERALA,2006,18,CAUSES NOT KNOWN,9,101,149,121,88,468,4,42,35,37,26,144,0,0,0,0,0,0,612
759,KERALA,2006,18,DEATH OF DEAR PERSON,1,10,11,13,12,47,2,5,6,6,7,26,0,0,0,0,0,0,73
1305,KERALA,2006,18,DOWRY DISPUTE,0,0,0,1,0,1,0,6,11,1,0,18,0,0,0,0,0,0,19
1851,KERALA,2006,18,DRUG ABUSE,0,23,49,26,13,111,3,3,0,0,0,6,0,0,0,0,0,0,117
2397,KERALA,2006,18,ECONOMIC ISSUES,1,56,191,328,86,662,2,18,30,28,6,84,0,0,0,0,0,0,746
2943,KERALA,2006,18,EXAM FAILURE,5,17,0,0,0,22,15,23,0,0,0,38,0,0,0,0,0,0,60
3489,KERALA,2006,18,FAMILY PROBLEMS,20,435,819,802,391,2467,24,271,257,246,153,951,0,0,0,0,0,0,3418
4035,KERALA,2006,18,HEALTH ISSUES,2,61,170,339,398,970,1,61,70,120,141,393,0,0,0,0,0,0,1363
6216,KERALA,2006,18,MARITAL ISSUES,0,9,22,22,5,58,0,24,19,2,0,45,0,0,0,0,0,0,103
6762,KERALA,2006,18,MENTAL HEALTH,2,190,338,323,169,1022,0,124,148,120,97,489,0,0,0,0,0,0,1511
7308,KERALA,2006,18,OTHERS,13,106,157,176,101,553,6,55,47,31,27,166,0,0,0,0,0,0,719
8399,KERALA,2006,18,SOCIETAL ISSUES,1,11,25,8,8,53,2,10,8,5,1,26,0,0,0,0,0,0,79
252,KERALA,2007,18,CAUSES NOT KNOWN,5,138,191,183,81,598,3,70,66,36,33,208,0,0,0,0,0,0,806
798,KERALA,2007,18,DEATH OF DEAR PERSON,0,8,18,24,15,65,0,3,7,11,8,29,0,0,0,0,0,0,94
1344,KERALA,2007,18,DOWRY DISPUTE,0,0,0,0,0,0,0,16,6,0,0,22,0,0,0,0,0,0,22
1890,KERALA,2007,18,DRUG ABUSE,0,24,61,44,7,136,0,0,0,1,0,1,0,0,0,0,0,0,137
2436,KERALA,2007,18,ECONOMIC ISSUES,0,86,248,352,75,761,0,16,29,36,10,91,0,0,0,0,0,0,852
2982,KERALA,2007,18,EXAM FAILURE,7,17,0,0,0,24,7,16,0,0,0,23,0,0,0,0,0,0,47
3528,KERALA,2007,18,FAMILY PROBLEMS,32,522,959,906,403,2822,25,265,295,265,115,965,0,0,0,0,0,0,3787
4074,KERALA,2007,18,HEALTH ISSUES,1,69,184,394,353,1001,0,44,88,158,148,438,0,0,0,0,0,0,1439
4619,KERALA,2007,18,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5164,KERALA,2007,18,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4
5709,KERALA,2007,18,LOVE AFFAIRS,0,29,6,0,0,35,2,41,3,0,0,46,0,0,0,0,0,0,81
6255,KERALA,2007,18,MARITAL ISSUES,0,4,17,10,0,31,0,23,23,3,1,50,0,0,0,0,0,0,81
6801,KERALA,2007,18,MENTAL HEALTH,2,165,335,306,142,950,5,95,146,122,66,434,0,0,0,0,0,0,1384
7347,KERALA,2007,18,OTHERS,1,32,33,39,25,130,1,15,13,12,11,52,0,0,0,0,0,0,182
7931,KERALA,2007,18,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8438,KERALA,2007,18,SOCIETAL ISSUES,0,3,17,15,0,35,0,1,5,3,1,10,0,0,0,0,0,0,45
291,KERALA,2008,18,CAUSES NOT KNOWN,4,98,139,119,75,435,6,45,49,46,20,166,0,0,0,0,0,0,601
837,KERALA,2008,18,DEATH OF DEAR PERSON,1,9,18,17,18,63,0,8,12,8,10,38,0,0,0,0,0,0,101
1383,KERALA,2008,18,DOWRY DISPUTE,0,0,0,0,0,0,1,26,5,0,0,32,0,0,0,0,0,0,32
1929,KERALA,2008,18,DRUG ABUSE,0,25,94,88,28,235,0,0,0,0,0,0,0,0,0,0,0,0,235
2475,KERALA,2008,18,ECONOMIC ISSUES,0,33,215,261,70,579,0,10,26,33,8,77,0,0,0,0,0,0,656
3021,KERALA,2008,18,EXAM FAILURE,5,16,0,0,0,21,8,18,0,0,0,26,0,0,0,0,0,0,47
3567,KERALA,2008,18,FAMILY PROBLEMS,10,534,996,764,359,2663,22,319,319,264,150,1074,0,0,0,0,0,0,3737
4113,KERALA,2008,18,HEALTH ISSUES,0,68,211,396,326,1001,2,55,103,139,124,423,0,0,0,0,0,0,1424
4658,KERALA,2008,18,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,KERALA,2008,18,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4
5748,KERALA,2008,18,LOVE AFFAIRS,0,46,7,1,0,54,0,59,4,0,0,63,0,0,0,0,0,0,117
6294,KERALA,2008,18,MARITAL ISSUES,0,2,28,18,0,48,0,25,28,9,1,63,0,0,0,0,0,0,111
6840,KERALA,2008,18,MENTAL HEALTH,0,167,293,288,144,892,1,89,131,124,78,423,0,0,0,0,0,0,1315
7386,KERALA,2008,18,OTHERS,6,17,31,32,16,102,1,7,8,8,11,35,0,0,0,0,0,0,137
7970,KERALA,2008,18,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,3
8477,KERALA,2008,18,SOCIETAL ISSUES,0,0,16,17,3,36,0,0,7,6,0,13,0,0,0,0,0,0,49
330,KERALA,2009,18,CAUSES NOT KNOWN,8,99,151,106,72,436,5,56,38,36,50,185,0,0,0,0,0,0,621
876,KERALA,2009,18,DEATH OF DEAR PERSON,0,11,26,13,13,63,1,13,17,11,4,46,0,0,0,0,0,0,109
1422,KERALA,2009,18,DOWRY DISPUTE,0,0,0,0,0,0,0,16,4,0,0,20,0,0,0,0,0,0,20
1968,KERALA,2009,18,DRUG ABUSE,0,44,102,87,27,260,0,0,0,0,0,0,0,0,0,0,0,0,260
2514,KERALA,2009,18,ECONOMIC ISSUES,0,48,218,271,76,613,1,16,24,24,6,71,0,0,0,0,0,0,684
3060,KERALA,2009,18,EXAM FAILURE,6,18,0,0,0,24,2,20,0,0,0,22,0,0,0,0,0,0,46
3606,KERALA,2009,18,FAMILY PROBLEMS,16,598,890,725,345,2574,11,328,230,254,119,942,0,0,0,0,0,0,3516
4152,KERALA,2009,18,HEALTH ISSUES,2,103,201,409,362,1077,1,52,102,143,162,460,0,0,0,0,0,0,1537
4697,KERALA,2009,18,HERO WORSHIP,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5242,KERALA,2009,18,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3
5787,KERALA,2009,18,LOVE AFFAIRS,0,54,11,0,0,65,1,49,3,1,0,54,0,0,0,0,0,0,119
6333,KERALA,2009,18,MARITAL ISSUES,0,13,26,12,3,54,0,30,23,4,2,59,0,0,0,0,0,0,113
6879,KERALA,2009,18,MENTAL HEALTH,4,173,291,349,148,965,4,94,139,131,92,460,0,0,0,0,0,0,1425
7425,KERALA,2009,18,OTHERS,2,27,45,40,22,136,1,23,11,13,7,55,0,0,0,0,0,0,191
8009,KERALA,2009,18,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8516,KERALA,2009,18,SOCIETAL ISSUES,0,3,18,30,4,55,3,4,24,16,7,54,0,0,0,0,0,0,109
369,KERALA,2010,18,CAUSES NOT KNOWN,8,120,160,129,75,492,4,57,46,37,27,171,0,0,0,0,0,0,663
915,KERALA,2010,18,DEATH OF DEAR PERSON,0,7,23,24,21,75,1,7,10,9,12,39,0,0,0,0,0,0,114
1461,KERALA,2010,18,DOWRY DISPUTE,0,0,0,0,0,0,0,16,4,1,0,21,0,0,0,0,0,0,21
2007,KERALA,2010,18,DRUG ABUSE,0,45,107,106,30,288,0,1,0,0,0,1,0,0,0,0,0,0,289
2553,KERALA,2010,18,ECONOMIC ISSUES,2,53,187,236,55,533,0,8,20,26,6,60,0,0,0,0,0,0,593
3099,KERALA,2010,18,EXAM FAILURE,9,18,3,0,0,30,8,18,0,0,0,26,0,0,0,0,0,0,56
3645,KERALA,2010,18,FAMILY PROBLEMS,36,446,950,877,347,2656,27,258,277,226,130,918,0,0,0,0,0,0,3574
4191,KERALA,2010,18,HEALTH ISSUES,2,65,178,389,352,986,1,21,82,123,135,362,0,0,0,0,0,0,1348
4736,KERALA,2010,18,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,KERALA,2010,18,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4
5826,KERALA,2010,18,LOVE AFFAIRS,0,48,11,0,0,59,1,65,15,0,0,81,0,0,0,0,0,0,140
6372,KERALA,2010,18,MARITAL ISSUES,0,12,26,21,4,63,0,20,20,7,2,49,0,0,0,0,0,0,112
6918,KERALA,2010,18,MENTAL HEALTH,1,175,246,290,169,881,2,101,111,89,86,389,0,0,0,0,0,0,1270
7464,KERALA,2010,18,OTHERS,5,47,74,76,41,243,2,29,32,20,18,101,0,0,0,0,0,0,344
8048,KERALA,2010,18,"PHYSICAL ABUSE (RAPE,INCEST ETC.)",0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,0,0,4
8555,KERALA,2010,18,SOCIETAL ISSUES,1,4,8,23,4,40,0,0,8,6,0,14,0,0,0,0,0,0,54
408,KERALA,2011,18,CAUSES NOT KNOWN,4,123,227,176,79,609,10,62,75,48,30,225,0,0,0,0,0,0,834
954,KERALA,2011,18,DEATH OF DEAR PERSON,0,5,10,20,15,50,1,6,5,9,7,28,0,0,0,0,0,0,78
1500,KERALA,2011,18,DOWRY DISPUTE,0,1,0,0,0,1,0,7,6,1,0,14,0,0,0,0,0,0,15
2046,KERALA,2011,18,DRUG ABUSE,0,33,80,94,28,235,0,0,0,0,0,0,0,0,0,0,0,0,235
2592,KERALA,2011,18,ECONOMIC ISSUES,0,39,133,180,47,399,1,4,20,29,7,61,0,0,0,0,0,0,460
3138,KERALA,2011,18,EXAM FAILURE,4,6,0,0,0,10,2,20,0,0,0,22,0,0,0,0,0,0,32
3684,KERALA,2011,18,FAMILY PROBLEMS,15,467,875,948,455,2760,17,308,324,223,128,1000,0,0,0,0,0,0,3760
4230,KERALA,2011,18,HEALTH ISSUES,0,48,179,350,321,898,0,32,60,106,140,338,0,0,0,0,0,0,1236
4775,KERALA,2011,18,HERO WORSHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5320,KERALA,2011,18,ILLEGITIMATE PREGNANCY,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
5865,KERALA,2011,18,LOVE AFFAIRS,0,39,7,1,0,47,0,33,2,0,0,35,0,0,0,0,0,0,82
6411,KERALA,2011,18,MARITAL ISSUES,0,4,37,50,2,93,0,18,17,2,0,37,0,0,0,0,0,0,130
6957,KERALA,2011,18,MENTAL HEALTH,0,99,248,267,130,744,2,68,113,104,63,350,0,0,0,0,0,0,1094
