STATE.UT,id,Year,CAUSE,Male,Female,Total
MIZORAM,24,2012,Graduate,0,0,0
MIZORAM,24,2012,Post Graduate and Above,0,0,0
MIZORAM,24,2013,No Education,4,2,6
MIZORAM,24,2013,Primary,7,1,8
MIZORAM,24,2013,Middle,49,9,58
MIZORAM,24,2013,Matriculate/Secondary,13,3,16
MIZORAM,24,2013,Hr. Secondary/Intermediate/Pre-University,6,0,6
MIZORAM,24,2013,Diploma,0,0,0
MIZORAM,24,2013,Graduate,0,1,1
MIZORAM,24,2013,Post Graduate and Above,0,0,0
MIZORAM,24,2014,No Education,1,0,1
MIZORAM,24,2014,Primary,4,1,5
MIZORAM,24,2014,Middle,45,3,48
MIZORAM,24,2014,Matriculate/Secondary,39,10,49
MIZORAM,24,2014,Hr. Secondary/Intermediate/Pre-University,10,2,12
MIZORAM,24,2014,Diploma,0,0,0
MIZORAM,24,2014,Graduate,1,0,1
MIZORAM,24,2014,Post Graduate and Above,0,0,0
NAGALAND,25,2001,No Education,1,2,3
NAGALAND,25,2001,Primary,7,4,11
NAGALAND,25,2001,Middle,10,7,17
NAGALAND,25,2001,Matriculate/Secondary,4,2,6
NAGALAND,25,2001,Hr. Secondary/Intermediate/Pre-University,2,0,2
NAGALAND,25,2001,Diploma,1,0,1
NAGALAND,25,2001,Graduate,0,0,0
NAGALAND,25,2001,Post Graduate and Above,0,0,0
NAGALAND,25,2002,No Education,3,1,4
NAGALAND,25,2002,Primary,2,2,4
NAGALAND,25,2002,Middle,6,3,9
NAGALAND,25,2002,Matriculate/Secondary,7,2,9
NAGALAND,25,2002,Hr. Secondary/Intermediate/Pre-University,0,0,0
NAGALAND,25,2002,Diploma,0,0,0
NAGALAND,25,2002,Graduate,0,0,0
NAGALAND,25,2002,Post Graduate and Above,1,0,1
NAGALAND,25,2003,No Education,0,1,1
NAGALAND,25,2003,Primary,6,2,8
NAGALAND,25,2003,Middle,7,2,9
NAGALAND,25,2003,Matriculate/Secondary,3,0,3
NAGALAND,25,2003,Hr. Secondary/Intermediate/Pre-University,1,0,1
NAGALAND,25,2003,Diploma,0,0,0
NAGALAND,25,2003,Graduate,0,0,0
NAGALAND,25,2003,Post Graduate and Above,0,0,0
NAGALAND,25,2004,No Education,4,1,5
NAGALAND,25,2004,Primary,4,0,4
NAGALAND,25,2004,Middle,11,2,13
NAGALAND,25,2004,Matriculate/Secondary,6,0,6
NAGALAND,25,2004,Hr. Secondary/Intermediate/Pre-University,0,3,3
NAGALAND,25,2004,Diploma,0,0,0
NAGALAND,25,2004,Graduate,0,0,0
NAGALAND,25,2004,Post Graduate and Above,0,0,0
NAGALAND,25,2005,No Education,3,1,4
NAGALAND,25,2005,Primary,3,3,6
NAGALAND,25,2005,Middle,7,2,9
NAGALAND,25,2005,Matriculate/Secondary,4,0,4
NAGALAND,25,2005,Hr. Secondary/Intermediate/Pre-University,2,0,2
NAGALAND,25,2005,Diploma,0,0,0
NAGALAND,25,2005,Graduate,2,0,2
NAGALAND,25,2005,Post Graduate and Above,0,0,0
NAGALAND,25,2006,No Education,5,1,6
NAGALAND,25,2006,Primary,1,1,2
NAGALAND,25,2006,Middle,6,5,11
NAGALAND,25,2006,Matriculate/Secondary,6,2,8
NAGALAND,25,2006,Hr. Secondary/Intermediate/Pre-University,1,0,1
NAGALAND,25,2006,Diploma,0,0,0
NAGALAND,25,2006,Graduate,0,0,0
NAGALAND,25,2006,Post Graduate and Above,0,0,0
NAGALAND,25,2007,No Education,0,0,0
NAGALAND,25,2007,Primary,0,0,0
NAGALAND,25,2007,Middle,9,5,14
NAGALAND,25,2007,Matriculate/Secondary,8,2,10
NAGALAND,25,2007,Hr. Secondary/Intermediate/Pre-University,0,0,0
NAGALAND,25,2007,Diploma,0,0,0
NAGALAND,25,2007,Graduate,0,0,0
NAGALAND,25,2007,Post Graduate and Above,0,0,0
NAGALAND,25,2008,No Education,4,0,4
NAGALAND,25,2008,Primary,16,4,20
NAGALAND,25,2008,Middle,4,4,8
NAGALAND,25,2008,Matriculate/Secondary,8,2,10
NAGALAND,25,2008,Hr. Secondary/Intermediate/Pre-University,0,0,0
NAGALAND,25,2008,Diploma,0,0,0
NAGALAND,25,2008,Graduate,0,0,0
NAGALAND,25,2008,Post Graduate and Above,0,0,0
NAGALAND,25,2009,No Education,4,2,6
NAGALAND,25,2009,Primary,2,2,4
NAGALAND,25,2009,Middle,8,1,9
NAGALAND,25,2009,Matriculate/Secondary,10,1,11
NAGALAND,25,2009,Hr. Secondary/Intermediate/Pre-University,1,0,1
NAGALAND,25,2009,Diploma,0,0,0
NAGALAND,25,2009,Graduate,0,0,0
NAGALAND,25,2009,Post Graduate and Above,0,0,0
NAGALAND,25,2010,No Education,1,0,1
NAGALAND,25,2010,Primary,5,1,6
NAGALAND,25,2010,Middle,1,0,1
NAGALAND,25,2010,Matriculate/Secondary,4,0,4
NAGALAND,25,2010,Hr. Secondary/Intermediate/Pre-University,0,0,0
NAGALAND,25,2010,Diploma,0,0,0
NAGALAND,25,2010,Graduate,0,0,0
NAGALAND,25,2010,Post Graduate and Above,0,0,0
NAGALAND,25,2011,No Education,1,0,1
NAGALAND,25,2011,Primary,9,0,9
NAGALAND,25,2011,Middle,6,5,11
NAGALAND,25,2011,Matriculate/Secondary,8,3,11
NAGALAND,25,2011,Hr. Secondary/Intermediate/Pre-University,1,0,1
NAGALAND,25,2011,Diploma,0,0,0
NAGALAND,25,2011,Graduate,0,0,0
NAGALAND,25,2011,Post Graduate and Above,0,0,0
NAGALAND,25,2012,No Education,6,0,6
NAGALAND,25,2012,Primary,4,3,7
NAGALAND,25,2012,Middle,10,2,12
NAGALAND,25,2012,Matriculate/Secondary,2,1,3
NAGALAND,25,2012,Hr. Secondary/Intermediate/Pre-University,2,0,2
NAGALAND,25,2012,Diploma,0,0,0
NAGALAND,25,2012,Graduate,0,0,0
NAGALAND,25,2012,Post Graduate and Above,0,0,0
NAGALAND,25,2013,No Education,3,2,5
NAGALAND,25,2013,Primary,9,3,12
NAGALAND,25,2013,Middle,8,6,14
NAGALAND,25,2013,Matriculate/Secondary,4,1,5
NAGALAND,25,2013,Hr. Secondary/Intermediate/Pre-University,1,0,1
NAGALAND,25,2013,Diploma,0,0,0
NAGALAND,25,2013,Graduate,0,0,0
NAGALAND,25,2013,Post Graduate and Above,0,0,0
NAGALAND,25,2014,No Education,0,0,0
NAGALAND,25,2014,Primary,0,0,0
NAGALAND,25,2014,Middle,0,3,3
NAGALAND,25,2014,Matriculate/Secondary,2,0,2
NAGALAND,25,2014,Hr. Secondary/Intermediate/Pre-University,3,0,3
NAGALAND,25,2014,Diploma,0,0,0
NAGALAND,25,2014,Graduate,0,0,0
NAGALAND,25,2014,Post Graduate and Above,0,0,0
ODISHA,26,2001,No Education,633,676,1309
ODISHA,26,2001,Primary,463,487,950
ODISHA,26,2001,Middle,465,326,791
ODISHA,26,2001,Matriculate/Secondary,334,306,640
ODISHA,26,2001,Hr. Secondary/Intermediate/Pre-University,132,123,255
ODISHA,26,2001,Diploma,16,3,19
ODISHA,26,2001,Graduate,38,33,71
ODISHA,26,2001,Post Graduate and Above,8,9,17
ODISHA,26,2002,No Education,554,606,1160
ODISHA,26,2002,Primary,623,440,1063
ODISHA,26,2002,Middle,612,333,945
ODISHA,26,2002,Matriculate/Secondary,501,273,774
ODISHA,26,2002,Hr. Secondary/Intermediate/Pre-University,200,74,274
ODISHA,26,2002,Diploma,24,6,30
ODISHA,26,2002,Graduate,108,20,128
ODISHA,26,2002,Post Graduate and Above,9,5,14
ODISHA,26,2003,No Education,541,520,1061
ODISHA,26,2003,Primary,707,436,1143
ODISHA,26,2003,Middle,612,321,933
ODISHA,26,2003,Matriculate/Secondary,515,250,765
ODISHA,26,2003,Hr. Secondary/Intermediate/Pre-University,234,106,340
ODISHA,26,2003,Diploma,22,5,27
ODISHA,26,2003,Graduate,100,34,134
ODISHA,26,2003,Post Graduate and Above,9,8,17
ODISHA,26,2004,No Education,558,563,1121
ODISHA,26,2004,Primary,527,388,915
ODISHA,26,2004,Middle,558,352,910
ODISHA,26,2004,Matriculate/Secondary,498,268,766
ODISHA,26,2004,Hr. Secondary/Intermediate/Pre-University,251,77,328
ODISHA,26,2004,Diploma,24,2,26
ODISHA,26,2004,Graduate,119,20,139
ODISHA,26,2004,Post Graduate and Above,9,1,10
ODISHA,26,2005,No Education,555,484,1039
ODISHA,26,2005,Primary,586,456,1042
ODISHA,26,2005,Middle,560,334,894
ODISHA,26,2005,Matriculate/Secondary,443,220,663
ODISHA,26,2005,Hr. Secondary/Intermediate/Pre-University,228,106,334
ODISHA,26,2005,Diploma,18,3,21
ODISHA,26,2005,Graduate,158,48,206
ODISHA,26,2005,Post Graduate and Above,6,3,9
ODISHA,26,2006,No Education,370,407,777
ODISHA,26,2006,Primary,509,403,912
ODISHA,26,2006,Middle,553,375,928
ODISHA,26,2006,Matriculate/Secondary,511,321,832
ODISHA,26,2006,Hr. Secondary/Intermediate/Pre-University,302,126,428
ODISHA,26,2006,Diploma,11,5,16
ODISHA,26,2006,Graduate,113,48,161
ODISHA,26,2006,Post Graduate and Above,4,7,11
ODISHA,26,2007,No Education,483,459,942
ODISHA,26,2007,Primary,517,379,896
ODISHA,26,2007,Middle,530,462,992
ODISHA,26,2007,Matriculate/Secondary,443,236,679
ODISHA,26,2007,Hr. Secondary/Intermediate/Pre-University,337,219,556
ODISHA,26,2007,Diploma,47,9,56
ODISHA,26,2007,Graduate,119,52,171
ODISHA,26,2007,Post Graduate and Above,12,4,16
ODISHA,26,2008,No Education,471,350,821
ODISHA,26,2008,Primary,707,395,1102
ODISHA,26,2008,Middle,699,338,1037
ODISHA,26,2008,Matriculate/Secondary,626,339,965
ODISHA,26,2008,Hr. Secondary/Intermediate/Pre-University,402,212,614
ODISHA,26,2008,Diploma,20,15,35
ODISHA,26,2008,Graduate,218,88,306
ODISHA,26,2008,Post Graduate and Above,12,12,24
ODISHA,26,2009,No Education,482,372,854
ODISHA,26,2009,Primary,528,418,946
ODISHA,26,2009,Middle,490,316,806
ODISHA,26,2009,Matriculate/Secondary,536,360,896
ODISHA,26,2009,Hr. Secondary/Intermediate/Pre-University,309,181,490
ODISHA,26,2009,Diploma,28,10,38
ODISHA,26,2009,Graduate,162,110,272
ODISHA,26,2009,Post Graduate and Above,32,31,63
ODISHA,26,2010,No Education,391,380,771
ODISHA,26,2010,Primary,505,446,951
ODISHA,26,2010,Middle,493,334,827
ODISHA,26,2010,Matriculate/Secondary,489,377,866
ODISHA,26,2010,Hr. Secondary/Intermediate/Pre-University,347,191,538
ODISHA,26,2010,Diploma,22,10,32
ODISHA,26,2010,Graduate,176,83,259
ODISHA,26,2010,Post Graduate and Above,7,4,11
ODISHA,26,2011,No Education,560,420,980
ODISHA,26,2011,Primary,613,461,1074
ODISHA,26,2011,Middle,617,395,1012
ODISHA,26,2011,Matriculate/Secondary,680,446,1126
ODISHA,26,2011,Hr. Secondary/Intermediate/Pre-University,350,299,649
ODISHA,26,2011,Diploma,26,33,59
ODISHA,26,2011,Graduate,181,122,303
ODISHA,26,2011,Post Graduate and Above,33,5,38
ODISHA,26,2012,No Education,650,392,1042
ODISHA,26,2012,Primary,568,474,1042
ODISHA,26,2012,Middle,625,497,1122
ODISHA,26,2012,Matriculate/Secondary,546,392,938
ODISHA,26,2012,Hr. Secondary/Intermediate/Pre-University,276,216,492
ODISHA,26,2012,Diploma,40,29,69
ODISHA,26,2012,Graduate,169,123,292
ODISHA,26,2012,Post Graduate and Above,22,8,30
ODISHA,26,2013,No Education,573,387,960
ODISHA,26,2013,Primary,604,394,998
ODISHA,26,2013,Middle,701,367,1068
ODISHA,26,2013,Matriculate/Secondary,760,423,1183
ODISHA,26,2013,Hr. Secondary/Intermediate/Pre-University,377,289,666
ODISHA,26,2013,Diploma,54,24,78
ODISHA,26,2013,Graduate,175,86,261
ODISHA,26,2013,Post Graduate and Above,28,10,38
ODISHA,26,2014,No Education,346,329,675
ODISHA,26,2014,Primary,370,324,694
ODISHA,26,2014,Middle,530,374,904
ODISHA,26,2014,Matriculate/Secondary,509,335,844
ODISHA,26,2014,Hr. Secondary/Intermediate/Pre-University,164,148,312
ODISHA,26,2014,Diploma,13,22,35
ODISHA,26,2014,Graduate,79,49,128
ODISHA,26,2014,Post Graduate and Above,6,0,6
PUDUCHERRY,27,2001,No Education,27,6,33
PUDUCHERRY,27,2001,Primary,103,51,154
PUDUCHERRY,27,2001,Middle,133,110,243
PUDUCHERRY,27,2001,Matriculate/Secondary,23,13,36
PUDUCHERRY,27,2001,Hr. Secondary/Intermediate/Pre-University,32,21,53
PUDUCHERRY,27,2001,Diploma,1,0,1
PUDUCHERRY,27,2001,Graduate,4,5,9
PUDUCHERRY,27,2001,Post Graduate and Above,0,0,0
PUDUCHERRY,27,2002,No Education,30,9,39
PUDUCHERRY,27,2002,Primary,116,23,139
PUDUCHERRY,27,2002,Middle,188,66,254
PUDUCHERRY,27,2002,Matriculate/Secondary,59,43,102
PUDUCHERRY,27,2002,Hr. Secondary/Intermediate/Pre-University,6,10,16
PUDUCHERRY,27,2002,Diploma,5,0,5
PUDUCHERRY,27,2002,Graduate,5,4,9
PUDUCHERRY,27,2002,Post Graduate and Above,1,2,3
PUDUCHERRY,27,2003,No Education,4,4,8
PUDUCHERRY,27,2003,Primary,127,41,168
PUDUCHERRY,27,2003,Middle,87,35,122
PUDUCHERRY,27,2003,Matriculate/Secondary,142,93,235
PUDUCHERRY,27,2003,Hr. Secondary/Intermediate/Pre-University,19,12,31
PUDUCHERRY,27,2003,Diploma,2,1,3
PUDUCHERRY,27,2003,Graduate,5,8,13
PUDUCHERRY,27,2003,Post Graduate and Above,2,0,2
PUDUCHERRY,27,2004,No Education,0,1,1
PUDUCHERRY,27,2004,Primary,53,21,74
PUDUCHERRY,27,2004,Middle,153,60,213
PUDUCHERRY,27,2004,Matriculate/Secondary,115,107,222
PUDUCHERRY,27,2004,Hr. Secondary/Intermediate/Pre-University,6,6,12
PUDUCHERRY,27,2004,Diploma,1,3,4
PUDUCHERRY,27,2004,Graduate,9,1,10
PUDUCHERRY,27,2004,Post Graduate and Above,1,2,3
PUDUCHERRY,27,2005,No Education,9,9,18
PUDUCHERRY,27,2005,Primary,53,22,75
PUDUCHERRY,27,2005,Middle,203,86,289
PUDUCHERRY,27,2005,Matriculate/Secondary,52,51,103
PUDUCHERRY,27,2005,Hr. Secondary/Intermediate/Pre-University,12,18,30
PUDUCHERRY,27,2005,Diploma,3,2,5
PUDUCHERRY,27,2005,Graduate,5,5,10
PUDUCHERRY,27,2005,Post Graduate and Above,3,5,8
PUDUCHERRY,27,2006,No Education,4,7,11
PUDUCHERRY,27,2006,Primary,39,8,47
PUDUCHERRY,27,2006,Middle,193,81,274
PUDUCHERRY,27,2006,Matriculate/Secondary,84,48,132
PUDUCHERRY,27,2006,Hr. Secondary/Intermediate/Pre-University,18,24,42
PUDUCHERRY,27,2006,Diploma,3,1,4
PUDUCHERRY,27,2006,Graduate,8,8,16
PUDUCHERRY,27,2006,Post Graduate and Above,0,0,0
PUDUCHERRY,27,2007,No Education,1,7,8
PUDUCHERRY,27,2007,Primary,24,13,37
PUDUCHERRY,27,2007,Middle,233,96,329
PUDUCHERRY,27,2007,Matriculate/Secondary,35,41,76
PUDUCHERRY,27,2007,Hr. Secondary/Intermediate/Pre-University,11,31,42
PUDUCHERRY,27,2007,Diploma,7,3,10
PUDUCHERRY,27,2007,Graduate,7,6,13
PUDUCHERRY,27,2007,Post Graduate and Above,1,1,2
PUDUCHERRY,27,2008,No Education,5,0,5
PUDUCHERRY,27,2008,Primary,13,8,21
PUDUCHERRY,27,2008,Middle,252,89,341
PUDUCHERRY,27,2008,Matriculate/Secondary,40,52,92
PUDUCHERRY,27,2008,Hr. Secondary/Intermediate/Pre-University,10,16,26
PUDUCHERRY,27,2008,Diploma,5,0,5
PUDUCHERRY,27,2008,Graduate,5,7,12
PUDUCHERRY,27,2008,Post Graduate and Above,4,1,5
PUDUCHERRY,27,2009,No Education,5,1,6
PUDUCHERRY,27,2009,Primary,11,6,17
PUDUCHERRY,27,2009,Middle,224,82,306
PUDUCHERRY,27,2009,Matriculate/Secondary,59,53,112
PUDUCHERRY,27,2009,Hr. Secondary/Intermediate/Pre-University,15,32,47
PUDUCHERRY,27,2009,Diploma,4,0,4
PUDUCHERRY,27,2009,Graduate,7,14,21
PUDUCHERRY,27,2009,Post Graduate and Above,1,4,5
PUDUCHERRY,27,2010,No Education,8,2,10
PUDUCHERRY,27,2010,Primary,5,3,8
PUDUCHERRY,27,2010,Middle,26,17,43
PUDUCHERRY,27,2010,Matriculate/Secondary,256,103,359
PUDUCHERRY,27,2010,Hr. Secondary/Intermediate/Pre-University,21,31,52
PUDUCHERRY,27,2010,Diploma,7,6,13
PUDUCHERRY,27,2010,Graduate,10,12,22
PUDUCHERRY,27,2010,Post Graduate and Above,0,1,1
PUDUCHERRY,27,2011,No Education,4,7,11
PUDUCHERRY,27,2011,Primary,18,6,24
PUDUCHERRY,27,2011,Middle,107,28,135
PUDUCHERRY,27,2011,Matriculate/Secondary,192,61,253
PUDUCHERRY,27,2011,Hr. Secondary/Intermediate/Pre-University,57,48,105
PUDUCHERRY,27,2011,Diploma,8,2,10
PUDUCHERRY,27,2011,Graduate,5,7,12
PUDUCHERRY,27,2011,Post Graduate and Above,5,2,7
PUDUCHERRY,27,2012,No Education,7,9,16
PUDUCHERRY,27,2012,Primary,28,10,38
PUDUCHERRY,27,2012,Middle,137,37,174
PUDUCHERRY,27,2012,Matriculate/Secondary,136,73,209
PUDUCHERRY,27,2012,Hr. Secondary/Intermediate/Pre-University,42,25,67
PUDUCHERRY,27,2012,Diploma,11,5,16
PUDUCHERRY,27,2012,Graduate,10,5,15
PUDUCHERRY,27,2012,Post Graduate and Above,1,5,6
PUDUCHERRY,27,2013,No Education,10,4,14
PUDUCHERRY,27,2013,Primary,14,3,17
PUDUCHERRY,27,2013,Middle,131,28,159
PUDUCHERRY,27,2013,Matriculate/Secondary,135,41,176
PUDUCHERRY,27,2013,Hr. Secondary/Intermediate/Pre-University,93,55,148
PUDUCHERRY,27,2013,Diploma,7,2,9
PUDUCHERRY,27,2013,Graduate,14,4,18
PUDUCHERRY,27,2013,Post Graduate and Above,4,1,5
PUDUCHERRY,27,2014,No Education,40,17,57
PUDUCHERRY,27,2014,Primary,96,43,139
PUDUCHERRY,27,2014,Middle,88,17,105
PUDUCHERRY,27,2014,Matriculate/Secondary,109,32,141
PUDUCHERRY,27,2014,Hr. Secondary/Intermediate/Pre-University,56,22,78
PUDUCHERRY,27,2014,Diploma,2,1,3
PUDUCHERRY,27,2014,Graduate,22,3,25
PUDUCHERRY,27,2014,Post Graduate and Above,0,0,0
PUNJAB,28,2001,No Education,146,58,204
PUNJAB,28,2001,Primary,95,44,139
PUNJAB,28,2001,Middle,57,36,93
PUNJAB,28,2001,Matriculate/Secondary,72,39,111
PUNJAB,28,2001,Hr. Secondary/Intermediate/Pre-University,17,47,64
PUNJAB,28,2001,Diploma,4,0,4
PUNJAB,28,2001,Graduate,4,0,4
PUNJAB,28,2001,Post Graduate and Above,1,28,29
PUNJAB,28,2002,No Education,155,27,182
PUNJAB,28,2002,Primary,72,21,93
PUNJAB,28,2002,Middle,48,20,68
PUNJAB,28,2002,Matriculate/Secondary,75,28,103
PUNJAB,28,2002,Hr. Secondary/Intermediate/Pre-University,35,10,45
PUNJAB,28,2002,Diploma,2,3,5
PUNJAB,28,2002,Graduate,9,1,10
PUNJAB,28,2002,Post Graduate and Above,1,0,1
PUNJAB,28,2003,No Education,145,33,178
PUNJAB,28,2003,Primary,78,20,98
PUNJAB,28,2003,Middle,68,15,83
PUNJAB,28,2003,Matriculate/Secondary,77,30,107
PUNJAB,28,2003,Hr. Secondary/Intermediate/Pre-University,62,9,71
PUNJAB,28,2003,Diploma,13,6,19
PUNJAB,28,2003,Graduate,35,8,43
PUNJAB,28,2003,Post Graduate and Above,28,4,32
PUNJAB,28,2004,No Education,162,35,197
PUNJAB,28,2004,Primary,72,17,89
PUNJAB,28,2004,Middle,60,18,78
PUNJAB,28,2004,Matriculate/Secondary,104,30,134
PUNJAB,28,2004,Hr. Secondary/Intermediate/Pre-University,21,16,37
PUNJAB,28,2004,Diploma,7,5,12
PUNJAB,28,2004,Graduate,6,1,7
PUNJAB,28,2004,Post Graduate and Above,84,7,91
PUNJAB,28,2005,No Education,138,31,169
PUNJAB,28,2005,Primary,49,11,60
PUNJAB,28,2005,Middle,76,21,97
PUNJAB,28,2005,Matriculate/Secondary,120,30,150
PUNJAB,28,2005,Hr. Secondary/Intermediate/Pre-University,26,10,36
PUNJAB,28,2005,Diploma,10,1,11
PUNJAB,28,2005,Graduate,4,1,5
PUNJAB,28,2005,Post Graduate and Above,59,1,60
PUNJAB,28,2006,No Education,210,56,266
PUNJAB,28,2006,Primary,75,19,94
PUNJAB,28,2006,Middle,83,25,108
PUNJAB,28,2006,Matriculate/Secondary,180,51,231
PUNJAB,28,2006,Hr. Secondary/Intermediate/Pre-University,36,7,43
PUNJAB,28,2006,Diploma,4,1,5
PUNJAB,28,2006,Graduate,17,2,19
PUNJAB,28,2006,Post Graduate and Above,5,1,6
PUNJAB,28,2007,No Education,248,63,311
PUNJAB,28,2007,Primary,62,36,98
PUNJAB,28,2007,Middle,93,47,140
PUNJAB,28,2007,Matriculate/Secondary,175,57,232
PUNJAB,28,2007,Hr. Secondary/Intermediate/Pre-University,39,6,45
PUNJAB,28,2007,Diploma,8,2,10
PUNJAB,28,2007,Graduate,5,1,6
PUNJAB,28,2007,Post Graduate and Above,2,3,5
PUNJAB,28,2008,No Education,213,65,278
PUNJAB,28,2008,Primary,91,31,122
PUNJAB,28,2008,Middle,107,39,146
PUNJAB,28,2008,Matriculate/Secondary,174,55,229
PUNJAB,28,2008,Hr. Secondary/Intermediate/Pre-University,34,26,60
PUNJAB,28,2008,Diploma,7,2,9
PUNJAB,28,2008,Graduate,11,5,16
PUNJAB,28,2008,Post Graduate and Above,6,3,9
PUNJAB,28,2009,No Education,238,48,286
PUNJAB,28,2009,Primary,85,20,105
PUNJAB,28,2009,Middle,99,36,135
PUNJAB,28,2009,Matriculate/Secondary,150,64,214
PUNJAB,28,2009,Hr. Secondary/Intermediate/Pre-University,39,29,68
PUNJAB,28,2009,Diploma,10,6,16
PUNJAB,28,2009,Graduate,10,7,17
PUNJAB,28,2009,Post Graduate and Above,4,2,6
PUNJAB,28,2010,No Education,252,55,307
PUNJAB,28,2010,Primary,98,20,118
PUNJAB,28,2010,Middle,113,40,153
PUNJAB,28,2010,Matriculate/Secondary,166,54,220
PUNJAB,28,2010,Hr. Secondary/Intermediate/Pre-University,66,21,87
PUNJAB,28,2010,Diploma,9,5,14
PUNJAB,28,2010,Graduate,14,5,19
PUNJAB,28,2010,Post Graduate and Above,1,1,2
PUNJAB,28,2011,No Education,273,46,319
PUNJAB,28,2011,Primary,66,39,105
PUNJAB,28,2011,Middle,127,36,163
PUNJAB,28,2011,Matriculate/Secondary,208,63,271
PUNJAB,28,2011,Hr. Secondary/Intermediate/Pre-University,73,23,96
PUNJAB,28,2011,Diploma,2,1,3
PUNJAB,28,2011,Graduate,6,2,8
PUNJAB,28,2011,Post Graduate and Above,0,1,1
PUNJAB,28,2012,No Education,291,57,348
PUNJAB,28,2012,Primary,96,51,147
PUNJAB,28,2012,Middle,126,21,147
PUNJAB,28,2012,Matriculate/Secondary,184,86,270
PUNJAB,28,2012,Hr. Secondary/Intermediate/Pre-University,74,19,93
PUNJAB,28,2012,Diploma,6,3,9
PUNJAB,28,2012,Graduate,7,9,16
PUNJAB,28,2012,Post Graduate and Above,0,0,0
PUNJAB,28,2013,No Education,174,55,229
PUNJAB,28,2013,Primary,97,33,130
PUNJAB,28,2013,Middle,135,42,177
PUNJAB,28,2013,Matriculate/Secondary,185,73,258
PUNJAB,28,2013,Hr. Secondary/Intermediate/Pre-University,82,32,114
PUNJAB,28,2013,Diploma,17,7,24
PUNJAB,28,2013,Graduate,19,16,35
PUNJAB,28,2013,Post Graduate and Above,4,1,5
PUNJAB,28,2014,No Education,166,51,217
PUNJAB,28,2014,Primary,106,33,139
PUNJAB,28,2014,Middle,78,25,103
PUNJAB,28,2014,Matriculate/Secondary,124,64,188
PUNJAB,28,2014,Hr. Secondary/Intermediate/Pre-University,93,30,123
PUNJAB,28,2014,Diploma,8,2,10
PUNJAB,28,2014,Graduate,19,8,27
PUNJAB,28,2014,Post Graduate and Above,4,3,7
RAJASTHAN,29,2001,No Education,357,472,829
RAJASTHAN,29,2001,Primary,548,374,922
RAJASTHAN,29,2001,Middle,449,156,605
RAJASTHAN,29,2001,Matriculate/Secondary,387,151,538
RAJASTHAN,29,2001,Hr. Secondary/Intermediate/Pre-University,143,59,202
RAJASTHAN,29,2001,Diploma,20,6,26
RAJASTHAN,29,2001,Graduate,36,14,50
RAJASTHAN,29,2001,Post Graduate and Above,19,4,23
RAJASTHAN,29,2002,No Education,403,403,806
RAJASTHAN,29,2002,Primary,556,353,909
RAJASTHAN,29,2002,Middle,498,180,678
RAJASTHAN,29,2002,Matriculate/Secondary,374,120,494
RAJASTHAN,29,2002,Hr. Secondary/Intermediate/Pre-University,153,70,223
RAJASTHAN,29,2002,Diploma,20,8,28
RAJASTHAN,29,2002,Graduate,57,16,73
RAJASTHAN,29,2002,Post Graduate and Above,31,6,37
RAJASTHAN,29,2003,No Education,569,488,1057
RAJASTHAN,29,2003,Primary,681,401,1082
RAJASTHAN,29,2003,Middle,453,209,662
RAJASTHAN,29,2003,Matriculate/Secondary,457,110,567
RAJASTHAN,29,2003,Hr. Secondary/Intermediate/Pre-University,132,44,176
RAJASTHAN,29,2003,Diploma,26,2,28
RAJASTHAN,29,2003,Graduate,52,15,67
RAJASTHAN,29,2003,Post Graduate and Above,19,3,22
RAJASTHAN,29,2004,No Education,504,464,968
RAJASTHAN,29,2004,Primary,681,375,1056
RAJASTHAN,29,2004,Middle,571,188,759
RAJASTHAN,29,2004,Matriculate/Secondary,532,132,664
RAJASTHAN,29,2004,Hr. Secondary/Intermediate/Pre-University,116,47,163
RAJASTHAN,29,2004,Diploma,11,17,28
RAJASTHAN,29,2004,Graduate,54,14,68
RAJASTHAN,29,2004,Post Graduate and Above,17,2,19
RAJASTHAN,29,2005,No Education,675,567,1242
RAJASTHAN,29,2005,Primary,616,317,933
RAJASTHAN,29,2005,Middle,550,212,762
RAJASTHAN,29,2005,Matriculate/Secondary,753,160,913
RAJASTHAN,29,2005,Hr. Secondary/Intermediate/Pre-University,180,40,220
RAJASTHAN,29,2005,Diploma,36,9,45
RAJASTHAN,29,2005,Graduate,36,13,49
RAJASTHAN,29,2005,Post Graduate and Above,12,2,14
RAJASTHAN,29,2006,No Education,812,626,1438
RAJASTHAN,29,2006,Primary,841,398,1239
RAJASTHAN,29,2006,Middle,600,205,805
RAJASTHAN,29,2006,Matriculate/Secondary,412,84,496
RAJASTHAN,29,2006,Hr. Secondary/Intermediate/Pre-University,203,23,226
RAJASTHAN,29,2006,Diploma,12,3,15
RAJASTHAN,29,2006,Graduate,24,10,34
RAJASTHAN,29,2006,Post Graduate and Above,6,4,10
RAJASTHAN,29,2007,No Education,709,514,1223
RAJASTHAN,29,2007,Primary,687,312,999
RAJASTHAN,29,2007,Middle,632,185,817
RAJASTHAN,29,2007,Matriculate/Secondary,646,152,798
RAJASTHAN,29,2007,Hr. Secondary/Intermediate/Pre-University,411,79,490
RAJASTHAN,29,2007,Diploma,11,3,14
RAJASTHAN,29,2007,Graduate,48,34,82
RAJASTHAN,29,2007,Post Graduate and Above,10,4,14
RAJASTHAN,29,2008,No Education,876,647,1523
